ID,BOM_PAGADOR,BOM,GENERO,TEM_CARRO,IMOVEL_PROPRIO,N_FILHOS,RENDIMENTO_ANUAL,CAT_RENDA,ESCOLARIDADE,ESTADO_CIVIL,TIPO_RESIDENCIA,TEM_TELEFONE_FIXO,OCUPACAO,TAM_FAMILIA,IDADE,ANOS_EMPREGO
5058476,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058477,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058480,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058481,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058482,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058483,1.0,1,M,1,1,0,225000.0,Pensionista,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5058484,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058485,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058486,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058487,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058488,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058489,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058490,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058491,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058493,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058494,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Motorista,1.0,42,4
5058495,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058496,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058499,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058500,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058501,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058502,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058503,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058504,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058505,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058506,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058507,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058508,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058509,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058510,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058511,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058512,1.0,1,F,0,1,0,148500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5058513,1.0,1,M,0,1,1,180000.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,0,Motorista,3.0,24,3
5058514,1.0,1,M,0,1,1,180000.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,0,Motorista,3.0,24,3
5058515,1.0,1,F,0,0,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Motorista,2.0,54,29
5058521,1.0,1,F,0,1,0,405000.0,Associado comercial,Ensino medio,Casado,mora com os pais,1,construcao civil,2.0,40,10
5058522,1.0,1,F,0,1,0,405000.0,Associado comercial,Ensino medio,Casado,mora com os pais,1,construcao civil,2.0,40,10
5058523,1.0,1,F,0,1,0,405000.0,Associado comercial,Ensino medio,Casado,mora com os pais,1,construcao civil,2.0,40,10
5058526,1.0,1,F,0,1,0,112500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,60,-1000
5058527,1.0,1,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058528,1.0,1,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058529,1.0,1,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058530,0.9024390243902439,0,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058531,0.8181818181818182,0,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058532,0.7894736842105263,0,M,0,0,0,391500.0,Trabalhando,Ensino medio,Solteiro,moradia publica,0,Vendas,1.0,26,2
5058533,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058534,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058535,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058536,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058537,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058538,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058539,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058540,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,59,-1000
5058541,1.0,1,M,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,65,-1000
5058542,1.0,1,M,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,65,-1000
5058543,1.0,1,M,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,65,-1000
5058544,1.0,1,M,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,65,-1000
5058545,1.0,1,M,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,65,-1000
5058547,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino medio,Separado,Casa/apartamento,0,Serviço privado,1.0,44,15
5058548,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino medio,Separado,Casa/apartamento,0,Serviço privado,1.0,44,15
5058549,1.0,1,F,0,1,0,135000.0,Trabalhando,Ensino superior,Solteiro,Casa/apartamento,0,Gerente,1.0,55,11
5058550,1.0,1,F,0,1,0,135000.0,Trabalhando,Ensino superior,Solteiro,Casa/apartamento,0,Gerente,1.0,55,11
5058551,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino superior,Solteiro,Casa/apartamento,0,construcao civil,1.0,28,4
5058552,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino superior,Solteiro,Casa/apartamento,0,construcao civil,1.0,28,4
5058553,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino superior,Solteiro,Casa/apartamento,0,construcao civil,1.0,28,4
5058554,1.0,1,F,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,64,-1000
5058555,1.0,1,F,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,64,-1000
5058556,1.0,1,F,1,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,64,-1000
5061065,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061066,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061067,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061068,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061069,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061070,1.0,1,M,1,0,0,256500.0,Pensionista,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,60,-1000
5061072,1.0,1,F,0,0,0,90000.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,1,Vendas,2.0,43,1
5061073,1.0,1,M,0,0,0,90000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,54,1
5061074,1.0,1,M,1,0,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,41,9
5061075,1.0,1,M,1,0,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,41,9
5061076,1.0,1,M,1,0,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,41,9
5061077,1.0,1,M,1,0,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,41,9
5061078,1.0,1,M,1,0,0,157500.0,Servidor do Estado,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,41,9
5061080,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,30,7
5061081,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,30,7
5061082,1.0,1,M,0,0,0,270000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Outro,2.0,30,7
5061083,1.0,1,F,0,0,0,157500.0,Servidor do Estado,Ensino medio,Viúvo,Casa/apartamento,0,Limpeza,1.0,56,19
5061084,1.0,1,F,0,0,0,157500.0,Servidor do Estado,Ensino medio,Viúvo,Casa/apartamento,0,Limpeza,1.0,56,19
5061085,1.0,1,F,0,0,0,139500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,26,3
5061086,1.0,1,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061087,1.0,1,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061088,1.0,1,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061089,1.0,1,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061090,1.0,1,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061091,0.9285714285714286,0,F,1,0,3,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Vendas,5.0,31,9
5061094,1.0,1,F,0,1,1,180000.0,Trabalhando,Ensino medio,Uniao estavel,Casa/apartamento,0,construcao civil,3.0,41,19
5061095,1.0,1,F,0,1,1,180000.0,Trabalhando,Ensino medio,Uniao estavel,Casa/apartamento,0,construcao civil,3.0,41,19
5061099,1.0,1,M,1,1,0,112500.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,0,Cozinha,1.0,27,5
5061100,1.0,1,M,1,1,0,112500.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,0,Cozinha,1.0,27,5
5061101,1.0,1,M,1,1,0,112500.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,0,Cozinha,1.0,27,5
5061102,1.0,1,M,1,0,2,139500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Lider de equipe,4.0,36,5
5061103,1.0,1,M,1,0,2,139500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Lider de equipe,4.0,36,5
5061106,1.0,1,M,1,1,1,247500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Lider de equipe,3.0,44,11
5061107,1.0,1,M,1,1,1,247500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Lider de equipe,3.0,44,11
5061108,1.0,1,M,1,1,1,247500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Lider de equipe,3.0,44,11
5061109,1.0,1,M,1,1,1,247500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Lider de equipe,3.0,44,11
5061110,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061111,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061113,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061114,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061115,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061116,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061117,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061118,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061119,1.0,1,M,0,1,0,112500.0,Trabalhando,Ensino superior,Uniao estavel,Casa/apartamento,0,Seguranca,2.0,55,16
5061120,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061121,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061122,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061123,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061126,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061128,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061129,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061130,0.9736842105263158,0,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061131,1.0,1,F,0,1,1,324000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Gerente,3.0,37,14
5061132,0.9574468085106383,0,M,0,1,0,135000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,Lider de equipe,2.0,53,8
5061133,1.0,1,M,0,1,0,135000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,Lider de equipe,2.0,53,8
5061135,1.0,1,F,0,1,2,58500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Lider de equipe,4.0,39,17
5061136,1.0,1,F,0,1,2,58500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Lider de equipe,4.0,39,17
5061137,1.0,1,F,0,1,2,58500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Lider de equipe,4.0,39,17
5061138,1.0,1,F,0,1,2,58500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Lider de equipe,4.0,39,17
5061139,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061140,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061141,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061142,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061143,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061144,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061145,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061146,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061147,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5061148,1.0,1,M,1,1,0,225000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,53,2
5061151,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061152,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061153,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061154,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061156,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061157,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061160,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061161,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061162,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061165,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061167,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061169,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061170,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061171,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061172,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061173,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061174,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061175,1.0,1,M,1,1,3,202500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Outro,5.0,37,11
5061178,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061179,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061181,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061182,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061183,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061184,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061185,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061186,1.0,1,M,1,1,0,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,2.0,35,3
5061187,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061188,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061189,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061190,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061191,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061192,1.0,1,F,0,1,1,180000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,0,Lider tech,3.0,31,10
5061193,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061194,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061195,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061196,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061197,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061198,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061199,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061200,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Uniao estavel,mora com os pais,0,Vendas,3.0,32,2
5061203,1.0,1,M,0,1,2,270000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,4.0,30,6
5061205,1.0,1,M,0,1,2,270000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,4.0,30,6
5061206,1.0,1,M,0,1,2,270000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,4.0,30,6
5061207,1.0,1,M,1,1,14,225000.0,Trabalhando,Ensino medio,Separado,Casa/apartamento,0,Motorista,15.0,49,5
5061210,1.0,1,M,1,1,14,225000.0,Trabalhando,Ensino medio,Separado,Casa/apartamento,0,Motorista,15.0,49,5
5061211,1.0,1,M,1,1,14,225000.0,Trabalhando,Ensino medio,Separado,Casa/apartamento,0,Motorista,15.0,49,5
5061212,1.0,1,M,1,1,0,112500.0,Trabalhando,Ensino medio,Separado,Casa/apartamento,1,construcao civil,1.0,52,13
5061213,1.0,1,M,1,1,0,112500.0,Trabalhando,Ensino medio,Separado,Casa/apartamento,1,construcao civil,1.0,52,13
5061214,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061215,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061216,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061217,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061218,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061219,1.0,1,F,1,1,4,157500.0,Servidor do Estado,Ensino medio,Separado,Casa/apartamento,1,Seguranca,5.0,39,12
5061220,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061221,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061222,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061223,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061224,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061225,1.0,1,F,1,1,0,157500.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Limpeza,2.0,58,4
5061226,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061229,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061230,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061231,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061232,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061233,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061234,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061235,1.0,1,M,1,1,0,222750.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,Motorista,2.0,47,4
5061236,1.0,1,F,0,1,0,180000.0,Pensionista,Ensino superior,Casado,Casa/apartamento,0,Outro,2.0,60,-1000
5061237,1.0,1,F,0,1,0,180000.0,Pensionista,Ensino superior,Casado,Casa/apartamento,0,Outro,2.0,60,-1000
